Order ID,Order Date,Customer ID,Region,Product ID,Quantity,Sales
US-2013-167129,5/24/2013,SC-20050,Central,TEC-CO-10004904,8,1574.88
US-2013-167129,5/24/2013,SC-20050,Central,OFF-AR-10000404,1,17.36
MX-2014-100727,5/15/2014,DM-13525,North,OFF-SU-10004480,14,300.72
MX-2014-100727,5/15/2014,DM-13525,North,OFF-SU-10003162,7,138.18
MX-2014-100727,5/15/2014,DM-13525,North,OFF-SU-10002521,4,90.8
MX-2014-154739,4/7/2014,SC-20440,Caribbean,FUR-TA-10004531,3,529.32
MX-2014-154739,4/7/2014,SC-20440,Caribbean,FUR-BO-10002679,4,333.6
MX-2014-154739,4/7/2014,SC-20440,Caribbean,OFF-FA-10004587,4,42.72
MX-2014-121398,9/12/2014,AR-10825,Caribbean,OFF-SU-10001132,3,78
MX-2013-121839,6/17/2013,RW-19690,North,TEC-PH-10001288,4,346.08
MX-2014-142643,10/29/2014,MT-17815,North,TEC-MA-10003625,2,414
MX-2014-142643,10/29/2014,MT-17815,North,OFF-AP-10002681,2,722.36
MX-2014-142643,10/29/2014,MT-17815,North,TEC-AC-10004939,3,56.34
MX-2014-164959,1/16/2014,LC-16960,South,FUR-CH-10002088,3,168.96
US-2012-151372,4/27/2012,AS-10240,Caribbean,OFF-ST-10003184,5,156.8
US-2012-151372,4/27/2012,AS-10240,Caribbean,TEC-CO-10001756,2,192.24
MX-2011-127145,12/6/2011,SF-20200,South,FUR-FU-10003608,2,26.76
MX-2014-100783,6/5/2014,MG-18205,South,OFF-FA-10002353,5,44.9
MX-2011-168662,10/13/2011,KC-16255,North,OFF-SU-10003665,4,66.88
US-2011-150987,2/4/2011,DW-13480,Central,TEC-CO-10003142,3,385.74
US-2011-150987,2/4/2011,DW-13480,Central,TEC-CO-10001756,3,288.36
US-2011-150987,2/4/2011,DW-13480,Central,OFF-AP-10004958,3,1139.16
US-2011-150987,2/4/2011,DW-13480,Central,OFF-EN-10000755,2,46.2
MX-2013-156013,5/31/2013,DS-13030,Caribbean,OFF-FA-10003529,3,27.3
MX-2013-156013,5/31/2013,DS-13030,Caribbean,FUR-BO-10000734,4,334.24
MX-2011-137897,5/17/2011,JM-15580,North,TEC-PH-10000018,5,2124.5
US-2011-134950,8/24/2011,PW-19240,Central,OFF-AR-10001402,3,37.86
MX-2013-152611,11/10/2013,DS-13030,South,TEC-PH-10003416,9,391.32
MX-2011-155488,10/21/2011,CC-12220,North,OFF-AP-10001723,1,63.54
MX-2014-116337,5/16/2014,MG-18205,South,FUR-BO-10000624,3,875.22
US-2012-164609,8/26/2012,LC-16885,Central,FUR-BO-10003499,3,729.48
MX-2014-165442,3/14/2014,BT-11530,North,OFF-BI-10003952,2,68.6
MX-2014-165442,3/14/2014,BT-11530,North,OFF-BI-10002080,5,48.7
US-2012-104997,5/11/2012,RK-19300,Central,FUR-TA-10004584,2,440.36
MX-2011-165673,5/31/2011,PB-19210,Caribbean,OFF-PA-10004385,2,17.96
MX-2011-165673,5/31/2011,PB-19210,Caribbean,TEC-CO-10001978,5,636.9
MX-2013-164021,7/23/2013,BM-11140,South,FUR-BO-10004113,3,874.68
MX-2013-164021,7/23/2013,BM-11140,South,FUR-FU-10001583,6,75.96
US-2014-120194,12/9/2014,TZ-21445,South,FUR-TA-10004937,2,1160.32
US-2011-132388,2/24/2011,GZ-14470,Caribbean,TEC-MA-10002710,2,358.16
MX-2012-156720,2/17/2012,FM-14215,North,OFF-SU-10001750,1,28.5
MX-2012-156720,2/17/2012,FM-14215,North,TEC-AC-10004379,5,205.2
MX-2012-156720,2/17/2012,FM-14215,North,OFF-BI-10001430,2,8.96
MX-2012-156720,2/17/2012,FM-14215,North,OFF-EN-10002122,5,135.7
US-2014-157630,6/25/2014,LR-16915,South,OFF-SU-10003236,2,30.88
US-2014-157630,6/25/2014,LR-16915,South,OFF-ST-10002471,2,264.6
US-2014-157630,6/25/2014,LR-16915,South,OFF-SU-10002816,7,202.86
US-2011-119935,6/13/2011,KT-16465,Central,FUR-FU-10000499,3,37.98
US-2011-119935,6/13/2011,KT-16465,Central,FUR-CH-10004725,14,538.44
US-2011-119935,6/13/2011,KT-16465,Central,TEC-AC-10001341,3,229.2
US-2011-119935,6/13/2011,KT-16465,Central,OFF-AR-10000461,5,65.9
MX-2013-119970,6/25/2013,MW-18220,North,OFF-ST-10000990,2,263.92
MX-2013-119970,6/25/2013,MW-18220,North,OFF-SU-10004643,5,144.3
MX-2014-165925,1/22/2014,CS-12355,North,OFF-PA-10003380,3,36.72
MX-2014-137365,6/18/2014,PS-18760,North,OFF-FA-10002247,8,76.96
MX-2014-137365,6/18/2014,PS-18760,North,FUR-FU-10003150,2,65.04
MX-2012-158981,12/28/2012,SC-20845,North,TEC-AC-10003851,3,142.68
MX-2012-158981,12/28/2012,SC-20845,North,FUR-BO-10004472,3,727.5
MX-2012-158981,12/28/2012,SC-20845,North,OFF-BI-10000280,9,41.94
MX-2012-158981,12/28/2012,SC-20845,North,OFF-EN-10000857,10,255
MX-2013-169292,4/23/2013,AJ-10780,North,OFF-PA-10001385,5,58.9
MX-2013-169292,4/23/2013,AJ-10780,North,OFF-EN-10002186,5,88.3
MX-2013-169292,4/23/2013,AJ-10780,North,OFF-FA-10004781,2,17.68
MX-2011-112319,4/19/2011,KT-16465,South,FUR-BO-10003438,7,575.96
MX-2011-112319,4/19/2011,KT-16465,South,TEC-AC-10001491,2,55.36
MX-2011-149986,10/21/2011,AH-10075,Central,OFF-ST-10004412,3,96
US-2013-125892,8/8/2013,NW-18400,Caribbean,FUR-CH-10004725,3,115.38
US-2013-125892,8/8/2013,NW-18400,Caribbean,OFF-PA-10003224,6,106.2
MX-2013-158533,12/13/2013,JL-15850,Central,TEC-AC-10001405,3,494.64
MX-2013-165708,4/12/2013,CG-12040,Caribbean,OFF-FA-10003496,5,39.4
US-2013-103051,4/11/2013,TB-21400,North,FUR-CH-10002547,5,305.7
US-2013-103051,4/11/2013,TB-21400,North,OFF-AR-10001072,2,16.48
MX-2013-151988,11/30/2013,PB-19150,North,OFF-EN-10002624,1,5.68
MX-2012-141915,10/10/2012,MD-17350,North,FUR-CH-10004387,9,333.18
US-2011-150623,9/27/2011,HD-14785,Caribbean,OFF-PA-10004854,3,96.6
US-2014-112368,8/6/2014,TT-21265,South,OFF-AR-10000503,4,26.8
US-2014-112368,8/6/2014,TT-21265,South,OFF-PA-10001470,1,18.62
MX-2013-135895,4/9/2013,RS-19420,North,TEC-AC-10003681,2,48.16
MX-2014-162152,8/15/2014,SC-20680,North,TEC-PH-10000087,5,465
MX-2012-121006,8/11/2012,EM-14200,Central,OFF-SU-10002032,5,46.1
US-2013-130631,9/16/2013,SW-20275,South,OFF-PA-10000318,7,111.58
US-2013-130631,9/16/2013,SW-20275,South,OFF-PA-10002219,9,108.72
US-2013-130631,9/16/2013,SW-20275,South,OFF-ST-10003089,5,682.1
MX-2014-145051,2/24/2014,TS-21085,Caribbean,OFF-FA-10003123,5,34.7
MX-2014-167801,11/28/2014,SS-20410,South,TEC-PH-10000347,5,24.75
MX-2013-117471,8/14/2013,AG-10330,South,OFF-AP-10000329,3,1052.16
MX-2013-117471,8/14/2013,AG-10330,South,OFF-EN-10004870,7,184.66
MX-2013-117471,8/14/2013,AG-10330,South,OFF-FA-10004920,3,33.6
US-2012-146360,3/14/2012,NP-18685,Central,OFF-EN-10004580,5,169.9
US-2012-112032,3/19/2012,PO-19195,South,OFF-AR-10002975,4,121.84
US-2011-138842,12/29/2011,PB-19150,Caribbean,FUR-BO-10003103,4,1644.84
US-2011-138842,12/29/2011,PB-19150,Caribbean,TEC-MA-10001290,2,353.2
MX-2014-148488,4/6/2014,JL-15130,South,FUR-CH-10000105,5,145.1
MX-2014-148488,4/6/2014,JL-15130,South,TEC-CO-10001756,2,192.24
MX-2014-148488,4/6/2014,JL-15130,South,OFF-EN-10004518,8,199.2
MX-2014-148488,4/6/2014,JL-15130,South,FUR-CH-10002653,2,191.2
MX-2014-148488,4/6/2014,JL-15130,South,OFF-AR-10003123,3,107.82
MX-2011-158771,4/1/2011,BT-11305,Caribbean,OFF-EN-10000857,6,153
MX-2014-135265,12/25/2014,DR-12880,North,OFF-PA-10001164,3,47.4
US-2013-130239,11/14/2013,LP-17080,North,FUR-BO-10002992,5,1208
US-2014-118752,9/29/2014,TT-21460,Caribbean,OFF-FA-10004781,2,17.68
US-2014-118752,9/29/2014,TT-21460,Caribbean,OFF-BI-10002414,1,6.94
MX-2014-128762,10/29/2014,FW-14395,South,OFF-LA-10000203,5,22.2
MX-2014-128762,10/29/2014,FW-14395,South,OFF-AP-10000621,3,622.14
MX-2014-128762,10/29/2014,FW-14395,South,OFF-BI-10004080,1,18.66
US-2012-105949,10/3/2012,BM-11140,Central,OFF-AR-10003794,7,136.36
MX-2011-165337,5/23/2011,SC-20020,North,TEC-MA-10001305,4,464.64
MX-2013-158071,10/15/2013,MO-17500,South,TEC-MA-10002040,3,347.88
MX-2013-158071,10/15/2013,MO-17500,South,OFF-BI-10004624,3,29.04
MX-2012-163272,6/5/2012,KD-16615,North,TEC-CO-10004831,2,349.72
MX-2012-163272,6/5/2012,KD-16615,North,OFF-LA-10004519,3,23.46
MX-2012-163272,6/5/2012,KD-16615,North,OFF-EN-10002186,4,70.64
MX-2011-105298,8/6/2011,EM-13810,Caribbean,TEC-AC-10003454,3,224.4
MX-2011-105298,8/6/2011,EM-13810,Caribbean,OFF-FA-10003911,2,22.32
US-2012-116750,7/21/2012,BH-11710,Central,OFF-ST-10004835,4,363.68
US-2012-116750,7/21/2012,BH-11710,Central,OFF-LA-10000448,2,11.28
US-2012-116750,7/21/2012,BH-11710,Central,TEC-CO-10000917,4,706.96
US-2012-116750,7/21/2012,BH-11710,Central,TEC-AC-10001364,3,95.64
MX-2013-106782,10/19/2013,BE-11335,Caribbean,FUR-CH-10003853,3,195.78
MX-2013-106782,10/19/2013,BE-11335,Caribbean,OFF-BI-10003184,5,19.3
MX-2013-106782,10/19/2013,BE-11335,Caribbean,FUR-CH-10002010,5,193.1
US-2012-137526,6/7/2012,LW-16990,Caribbean,OFF-BI-10003709,3,100.92
MX-2011-140032,7/14/2011,HE-14800,South,OFF-SU-10001421,3,103.08
MX-2012-144862,8/11/2012,LS-17230,Central,FUR-FU-10003414,5,58.7
MX-2012-144862,8/11/2012,LS-17230,Central,OFF-PA-10002033,3,105.06
MX-2012-137659,3/11/2012,ST-20530,North,OFF-PA-10004849,2,37
MX-2012-137659,3/11/2012,ST-20530,North,OFF-BI-10004275,3,13.62
MX-2014-133053,12/18/2014,GP-14740,Caribbean,OFF-AR-10001694,5,168.4
MX-2014-133053,12/18/2014,GP-14740,Caribbean,OFF-EN-10004988,6,152.64
MX-2012-133375,11/7/2012,TC-21535,Caribbean,OFF-ST-10004368,7,255.22
MX-2012-133375,11/7/2012,TC-21535,Caribbean,OFF-AR-10001192,6,210.48
US-2014-155194,7/24/2014,TZ-21580,South,OFF-AP-10000604,3,604.92
MX-2012-133305,11/23/2012,AR-10345,North,FUR-BO-10003873,4,1046.16
MX-2012-107146,7/31/2012,SL-20155,Central,FUR-CH-10003853,5,326.3
MX-2012-107146,7/31/2012,SL-20155,Central,FUR-CH-10003623,5,277.6
MX-2013-127621,11/20/2013,DJ-13630,Caribbean,FUR-CH-10001114,1,38.52
US-2013-103513,12/26/2013,YS-21880,South,OFF-PA-10001516,1,17.52
MX-2013-131436,6/12/2013,BW-11200,North,FUR-CH-10000343,3,914.28
MX-2011-104626,7/21/2011,EB-14170,Central,FUR-BO-10003463,8,650.88
MX-2013-141446,3/22/2013,MO-17500,North,OFF-BI-10004142,2,10.72
MX-2013-141446,3/22/2013,MO-17500,North,TEC-CO-10004152,4,343.2
MX-2013-141446,3/22/2013,MO-17500,North,OFF-AP-10001682,1,46.98
MX-2013-141446,3/22/2013,MO-17500,North,TEC-AC-10004620,2,56.2
MX-2013-119795,11/18/2013,JS-15685,Central,OFF-BI-10000813,5,165.9
MX-2013-119795,11/18/2013,JS-15685,Central,OFF-EN-10004470,2,12.8
MX-2013-119795,11/18/2013,JS-15685,Central,OFF-PA-10003708,6,119.04
MX-2013-120453,6/24/2013,TB-21175,Caribbean,FUR-BO-10003326,5,494.8
MX-2013-120453,6/24/2013,TB-21175,Caribbean,OFF-AP-10002625,6,1111.56
MX-2013-120453,6/24/2013,TB-21175,Caribbean,TEC-AC-10001948,10,370.4
MX-2013-120453,6/24/2013,TB-21175,Caribbean,FUR-BO-10003284,3,394.2
MX-2013-120453,6/24/2013,TB-21175,Caribbean,OFF-ST-10004190,2,14.4
US-2012-122539,12/11/2012,VW-21775,Caribbean,OFF-PA-10004155,5,102.3
MX-2014-141684,10/16/2014,HF-14995,Caribbean,TEC-PH-10003254,4,177.36
MX-2013-148453,12/20/2013,CR-12730,South,OFF-EN-10002396,3,74.34
MX-2013-148453,12/20/2013,CR-12730,South,FUR-CH-10001130,1,121.58
MX-2013-148453,12/20/2013,CR-12730,South,TEC-CO-10004981,2,160
MX-2013-148453,12/20/2013,CR-12730,South,FUR-TA-10002101,3,1850.46
MX-2013-148453,12/20/2013,CR-12730,South,FUR-TA-10004832,2,1228.64
MX-2013-148453,12/20/2013,CR-12730,South,TEC-PH-10002871,3,346.74
MX-2013-148453,12/20/2013,CR-12730,South,TEC-AC-10004434,1,19.74
MX-2014-102351,11/19/2014,CM-12445,North,OFF-EN-10003529,5,58.3
MX-2012-144841,2/15/2012,BT-11485,South,OFF-EN-10004995,4,129.76
US-2012-114867,7/24/2012,ML-18040,Central,OFF-LA-10002609,1,8.74
MX-2014-134922,2/7/2014,RW-19630,North,FUR-CH-10003733,2,111.56
US-2011-162229,11/29/2011,TB-21355,Central,OFF-LA-10002199,2,11
US-2011-162229,11/29/2011,TB-21355,Central,OFF-EN-10003832,14,169.68
US-2013-152800,11/15/2013,RS-19870,Caribbean,OFF-LA-10002868,3,20.52
US-2013-152800,11/15/2013,RS-19870,Caribbean,OFF-SU-10001794,9,79.2
US-2013-152800,11/15/2013,RS-19870,Caribbean,OFF-FA-10002835,2,11.72
US-2013-152800,11/15/2013,RS-19870,Caribbean,OFF-EN-10003560,5,41.8
MX-2014-118584,9/10/2014,CS-12490,North,OFF-ST-10002499,3,256.74
MX-2014-133984,2/12/2014,FP-14320,North,OFF-PA-10002237,9,118.8
MX-2013-163853,9/19/2013,EB-14170,South,FUR-CH-10004194,2,133.52
MX-2013-163853,9/19/2013,EB-14170,South,OFF-ST-10000645,2,178.84
MX-2013-163853,9/19/2013,EB-14170,South,OFF-AR-10000845,5,50.4
US-2014-146080,1/4/2014,MW-18220,South,FUR-CH-10000528,2,112.96
US-2014-146080,1/4/2014,MW-18220,South,OFF-BI-10003372,6,211.68
US-2014-146080,1/4/2014,MW-18220,South,OFF-EN-10003352,2,40.04
US-2014-146080,1/4/2014,MW-18220,South,OFF-BI-10003184,2,7.72
US-2014-146080,1/4/2014,MW-18220,South,OFF-FA-10004586,2,13.64
US-2014-146080,1/4/2014,MW-18220,South,OFF-EN-10001755,11,330.88
US-2011-118899,6/16/2011,CS-11950,Caribbean,FUR-CH-10000892,3,922.86
MX-2014-134306,10/28/2014,DO-13435,South,OFF-BI-10001613,2,8.6
US-2011-128776,12/28/2011,RR-19525,Caribbean,TEC-PH-10004871,2,110.12
US-2011-128776,12/28/2011,RR-19525,Caribbean,FUR-CH-10004725,9,346.14
US-2011-128776,12/28/2011,RR-19525,Caribbean,TEC-AC-10001491,5,138.4
US-2011-128776,12/28/2011,RR-19525,Caribbean,TEC-PH-10002218,8,672.8
US-2011-128776,12/28/2011,RR-19525,Caribbean,TEC-PH-10002815,5,2120.8
MX-2012-147382,4/12/2012,MH-17620,North,OFF-ST-10002070,4,142.08
MX-2012-147382,4/12/2012,MH-17620,North,OFF-AP-10003625,4,818.08
MX-2012-147382,4/12/2012,MH-17620,North,OFF-LA-10003271,3,17.76
MX-2012-147382,4/12/2012,MH-17620,North,OFF-AP-10003559,2,723.12
MX-2012-147382,4/12/2012,MH-17620,North,OFF-ST-10004432,7,123.2
MX-2012-147382,4/12/2012,MH-17620,North,TEC-CO-10004398,3,520.98
MX-2011-131709,8/12/2011,AG-10300,North,FUR-CH-10002653,9,860.4
MX-2014-146101,12/23/2014,BM-11140,Central,OFF-EN-10001109,5,219.6
MX-2014-111927,7/10/2014,CL-12700,Central,FUR-BO-10003543,3,398.52
MX-2014-107930,7/21/2014,RK-19300,North,OFF-PA-10003513,2,29.88
MX-2014-107930,7/21/2014,RK-19300,North,OFF-AR-10001061,2,63.48
MX-2014-107930,7/21/2014,RK-19300,North,FUR-CH-10000343,5,1523.8
MX-2014-107930,7/21/2014,RK-19300,North,TEC-CO-10000917,1,176.74
MX-2014-107930,7/21/2014,RK-19300,North,FUR-CH-10003109,3,286.32
MX-2013-115343,5/28/2013,MG-18145,Central,OFF-BI-10001422,6,113.04
MX-2013-115343,5/28/2013,MG-18145,Central,FUR-FU-10002007,3,50.4
MX-2014-165435,7/5/2014,KD-16495,Central,FUR-BO-10002325,2,549.52
MX-2012-125234,9/14/2012,LS-17245,North,OFF-AP-10004958,6,2278.32
MX-2013-133417,3/4/2013,AS-10090,North,FUR-BO-10001498,5,1373.7
MX-2013-133417,3/4/2013,AS-10090,North,OFF-BI-10004177,3,58.98
MX-2011-133466,2/26/2011,AH-10195,Caribbean,TEC-PH-10003254,4,177.36
MX-2011-133466,2/26/2011,AH-10195,Caribbean,TEC-AC-10004951,3,51.96
MX-2011-133466,2/26/2011,AH-10195,Caribbean,FUR-CH-10003354,3,130.59
MX-2011-133466,2/26/2011,AH-10195,Caribbean,OFF-SU-10004711,2,55.04
MX-2014-141068,12/3/2014,GB-14530,Central,OFF-LA-10000203,5,22.2
MX-2014-141068,12/3/2014,GB-14530,Central,OFF-SU-10003701,4,44
MX-2011-146332,8/16/2011,AC-10420,Caribbean,TEC-PH-10002572,2,226.12
MX-2011-146332,8/16/2011,AC-10420,Caribbean,TEC-AC-10003044,4,158
MX-2014-148642,10/11/2014,TT-21265,Central,OFF-AR-10001072,5,41.2
MX-2014-148642,10/11/2014,TT-21265,Central,OFF-BI-10000769,5,43.7
MX-2012-129623,5/24/2012,PT-19090,North,FUR-FU-10003384,3,106.08
US-2013-141257,1/30/2013,SC-20845,South,FUR-BO-10001067,5,416.2
US-2013-141257,1/30/2013,SC-20845,South,OFF-LA-10002334,2,15.24
US-2013-141257,1/30/2013,SC-20845,South,OFF-LA-10004495,4,16.24
MX-2014-157560,9/26/2014,LW-16990,Caribbean,OFF-ST-10001335,2,188.84
MX-2012-100503,3/8/2012,LB-16735,North,OFF-PA-10003475,6,119.64
MX-2012-100503,3/8/2012,LB-16735,North,TEC-CO-10001824,2,161.92
MX-2012-127565,5/22/2012,RK-19300,South,OFF-LA-10001038,7,51.8
MX-2011-127089,6/21/2011,SZ-20035,North,FUR-BO-10001099,4,330.64
MX-2011-127089,6/21/2011,SZ-20035,North,TEC-AC-10004451,2,51.08
MX-2011-127089,6/21/2011,SZ-20035,North,TEC-AC-10002664,2,110.64
MX-2012-138471,11/18/2012,AB-10105,North,FUR-CH-10004467,3,148.5
MX-2013-131961,4/7/2013,KF-16285,South,OFF-PA-10001091,7,123.48
US-2013-116561,10/31/2013,AH-10585,South,TEC-PH-10003177,5,410.8
US-2013-101721,12/8/2013,PO-18850,North,FUR-TA-10002482,1,356.72
MX-2012-115259,12/10/2012,EH-13990,Central,OFF-AR-10000185,2,17.64
MX-2012-130792,12/20/2012,EJ-13720,North,OFF-EN-10001751,3,77.1
MX-2014-159282,7/21/2014,DJ-13510,South,FUR-CH-10003941,2,607.36
MX-2014-159282,7/21/2014,DJ-13510,South,OFF-EN-10000755,4,92.4
MX-2014-159282,7/21/2014,DJ-13510,South,OFF-FA-10002427,3,26.82
US-2014-148796,2/4/2014,KM-16720,South,OFF-BI-10000963,2,11.44
US-2014-148796,2/4/2014,KM-16720,South,OFF-ST-10000836,2,72.28
MX-2014-169586,11/21/2014,BB-11545,North,OFF-FA-10003929,5,53.7
US-2014-138415,3/9/2014,MN-17935,Central,OFF-BI-10001895,5,171.4
US-2014-138415,3/9/2014,MN-17935,Central,OFF-SU-10001515,2,48.36
US-2011-152240,4/21/2011,VG-21790,Caribbean,FUR-CH-10000885,3,919.26
MX-2013-168781,5/9/2013,AG-10765,Central,OFF-ST-10004660,8,105.12
MX-2013-168781,5/9/2013,AG-10765,Central,OFF-AR-10001061,4,126.96
MX-2011-102771,7/10/2011,LS-16975,South,OFF-AR-10001271,2,32.68
MX-2012-119249,4/7/2012,CL-11890,South,TEC-PH-10004196,8,3408
US-2014-128279,11/20/2014,KB-16405,South,FUR-FU-10004842,3,37.38
MX-2014-155551,9/13/2014,DH-13675,Central,FUR-CH-10004338,3,90.3
MX-2012-154249,11/26/2012,AP-10915,Caribbean,OFF-SU-10001421,4,137.44
US-2014-127600,4/17/2014,SB-20290,South,OFF-ST-10004660,6,78.84
MX-2013-153654,1/21/2013,DW-13540,North,OFF-ST-10004412,2,64
MX-2013-153654,1/21/2013,DW-13540,North,FUR-BO-10003543,3,398.52
MX-2013-153654,1/21/2013,DW-13540,North,TEC-PH-10003932,3,333.96
MX-2013-153654,1/21/2013,DW-13540,North,FUR-TA-10000317,4,1278.16
US-2011-156664,1/29/2011,RP-19390,South,FUR-TA-10004840,2,1231.56
MX-2013-145534,3/23/2013,PK-19075,Central,OFF-LA-10002334,2,15.24
MX-2013-145534,3/23/2013,PK-19075,Central,TEC-PH-10003312,3,161.1
MX-2013-162481,11/4/2013,MP-17965,South,TEC-PH-10003312,5,268.5
MX-2013-143000,2/18/2013,DN-13690,South,FUR-TA-10004840,4,2463.12
MX-2013-103527,2/9/2013,DL-13330,South,OFF-PA-10000540,6,130.56
MX-2012-133424,4/4/2012,LS-17230,North,TEC-CO-10000266,4,702.88
MX-2012-133424,4/4/2012,LS-17230,North,OFF-LA-10004799,3,18.54
MX-2012-133424,4/4/2012,LS-17230,North,OFF-EN-10000761,1,15.7
MX-2012-164210,10/2/2012,RB-19795,Caribbean,FUR-CH-10001616,3,123.24
MX-2013-145569,4/11/2013,BS-11380,South,FUR-BO-10004423,2,165.88
US-2013-137519,10/12/2013,JR-15700,Central,TEC-AC-10000957,10,689.2
US-2012-139892,10/31/2012,DR-12880,South,OFF-FA-10004533,8,58.24
US-2012-139892,10/31/2012,DR-12880,South,OFF-PA-10001801,5,29.9
MX-2014-160402,10/16/2014,TB-21280,North,OFF-PA-10002295,3,98.22
MX-2014-160402,10/16/2014,TB-21280,North,OFF-ST-10002522,3,46.44
MX-2014-130666,1/11/2014,PB-19150,South,TEC-AC-10002799,1,69.18
MX-2014-130666,1/11/2014,PB-19150,South,OFF-EN-10002725,4,65.84
MX-2013-160248,6/26/2013,JG-15310,Central,FUR-CH-10004338,6,180.6
MX-2013-160248,6/26/2013,JG-15310,Central,FUR-BO-10002782,2,199.28
MX-2011-109414,9/14/2011,CA-12310,North,FUR-CH-10003354,1,43.53
MX-2011-109414,9/14/2011,CA-12310,North,OFF-BI-10001304,6,116.64
MX-2011-109414,9/14/2011,CA-12310,North,OFF-ST-10001890,1,32.3
MX-2011-109414,9/14/2011,CA-12310,North,OFF-ST-10004185,7,267.96
US-2014-108203,9/26/2014,PJ-19015,Central,OFF-EN-10003472,6,47.64
US-2014-108203,9/26/2014,PJ-19015,Central,OFF-BI-10001987,2,68.12
US-2014-108203,9/26/2014,PJ-19015,Central,OFF-AP-10004569,3,137.58
US-2014-108203,9/26/2014,PJ-19015,Central,OFF-FA-10002427,4,35.76
MX-2014-164112,10/28/2014,CR-12820,Central,TEC-MA-10004236,8,1600.96
MX-2014-164112,10/28/2014,CR-12820,Central,OFF-AP-10003043,5,303.3
MX-2014-164112,10/28/2014,CR-12820,Central,OFF-SU-10004446,5,124.2
US-2012-104374,4/17/2012,Dp-13240,South,OFF-PA-10004294,5,101.6
US-2011-104556,6/23/2011,SV-20935,Central,OFF-SU-10003019,5,89.7
MX-2014-139976,8/12/2014,LW-16990,Central,OFF-AR-10002677,3,58.56
MX-2014-165568,7/24/2014,NF-18595,Central,OFF-LA-10001800,5,37.9
MX-2011-108077,11/15/2011,MC-18130,North,OFF-BI-10004470,3,15.9
MX-2011-108077,11/15/2011,MC-18130,North,OFF-BI-10000719,2,5.32
MX-2011-108077,11/15/2011,MC-18130,North,OFF-ST-10003718,2,77.16
US-2014-161186,12/28/2014,SG-20080,Caribbean,TEC-AC-10004044,2,53.08
MX-2013-156412,4/6/2013,PG-18895,Central,OFF-BI-10001613,2,8.6
MX-2013-156412,4/6/2013,PG-18895,Central,OFF-ST-10004412,4,128
MX-2013-156412,4/6/2013,PG-18895,Central,OFF-ST-10000496,6,89.16
US-2012-162684,3/16/2012,NK-18490,Central,OFF-FA-10003931,4,50.24
MX-2011-161116,10/18/2011,FA-14230,South,OFF-BI-10000124,9,76.68
MX-2011-161116,10/18/2011,FA-14230,South,OFF-PA-10002295,2,65.48
MX-2014-112347,7/16/2014,SA-20830,North,TEC-CO-10003262,3,720.42
